"Region","Year","AgeLow","AgeUp","Sex","Variable","Quantile","Measles","HIV","LRI","TB","Diarrhoeal","Malaria","OtherCMPN","Congenital","Digestive","Neoplasms","OtherNCD","Drowning","RTI","OtherInj","NatDis","CollectVio"
"Eastern Europe and central Asia",2002,5,9,"B","Rate","Point",0.00833,0.00486,0.15251,0.05838,0.0437,0,0.27514,0.19371,0.0573,0.45118,0.47932,0.22273,0.36788,0.38905,0.00328,0.00684
"Eastern Europe and central Asia",2002,5,9,"B","Rate","Upper",0.01555,0.00552,0.16344,0.07574,0.04723,0,0.29421,0.20321,0.0608,0.46323,0.49857,0.23431,0.38251,0.40822,0.00491,0.00891
"Eastern Europe and central Asia",2003,5,9,"B","Deaths","Lower",15,27,717,246,205,0,1288,972,281,2323,2443,1101,1753,1884,9,10
"Eastern Europe and central Asia",2003,5,9,"B","Deaths","Point",38,33,774,306,222,0,1392,1014,297,2385,2536,1162,1823,1968,17,17
"Eastern Europe and central Asia",2003,5,9,"B","Deaths","Upper",78,37,829,389,241,0,1494,1065,316,2452,2636,1221,1893,2064,26,26
"Eastern Europe and central Asia",2003,5,9,"B","Fraction","Lower",0.00113,0.00198,0.05125,0.01753,0.01475,0,0.09238,0.06957,0.02014,0.16735,0.17555,0.07916,0.12579,0.13494,0.00064,0.0007
"Eastern Europe and central Asia",2003,5,9,"B","Fraction","Point",0.00272,0.00233,0.05532,0.02189,0.01585,0,0.09956,0.07252,0.02124,0.17056,0.18137,0.0831,0.13034,0.14074,0.00121,0.00124
"Eastern Europe and central Asia",2003,5,9,"B","Fraction","Upper",0.00552,0.00263,0.05903,0.02783,0.01711,0,0.106,0.07571,0.02243,0.17376,0.18794,0.08682,0.13499,0.147,0.0018,0.00189
"Eastern Europe and central Asia",2003,5,9,"B","Rate","Lower",0.00295,0.00517,0.13383,0.04592,0.0384,0,0.24015,0.18132,0.05246,0.43309,0.45557,0.20543,0.32684,0.35141,0.00167,0.00186
"Eastern Europe and central Asia",2003,5,9,"B","Rate","Point",0.00709,0.00607,0.14422,0.05707,0.04132,0,0.25956,0.18907,0.05537,0.44467,0.47285,0.21665,0.33981,0.36692,0.00315,0.00323
"Eastern Europe and central Asia",2003,5,9,"B","Rate","Upper",0.01439,0.00685,0.15451,0.07237,0.04476,0,0.27834,0.19837,0.05876,0.457,0.49134,0.22751,0.35279,0.38462,0.00467,0.00485
"Eastern Europe and central Asia",2004,5,9,"B","Deaths","Lower",2,35,674,221,186,0,1210,934,265,2212,2318,974,1658,1723,4,45
"Eastern Europe and central Asia",2004,5,9,"B","Deaths","Point",10,42,723,276,201,0,1293,977,281,2269,2407,1030,1721,1804,10,59
"Eastern Europe and central Asia",2004,5,9,"B","Deaths","Upper",28,49,776,343,217,0,1373,1023,298,2331,2499,1086,1791,1893,17,74
"Eastern Europe and central Asia",2004,5,9,"B","Fraction","Lower",0.00017,0.00268,0.0518,0.01686,0.01426,0,0.09259,0.07145,0.02031,0.17007,0.17779,0.07465,0.12711,0.13203,0.00031,0.00344
"Eastern Europe and central Asia",2004,5,9,"B","Fraction","Point",0.00074,0.00324,0.05518,0.02105,0.01534,0,0.09867,0.07452,0.02143,0.17319,0.18369,0.07864,0.13136,0.1377,0.00079,0.00449
"Eastern Europe and central Asia",2004,5,9,"B","Fraction","Upper",0.00211,0.00367,0.0588,0.02605,0.01653,0,0.1043,0.07766,0.02263,0.17643,0.19023,0.08233,0.13599,0.1437,0.00126,0.00562
"Eastern Europe and central Asia",2004,5,9,"B","Rate","Lower",0.00045,0.00671,0.12824,0.04219,0.03544,0,0.23021,0.17757,0.05045,0.42058,0.44071,0.18517,0.31522,0.32767,0.00077,0.00855
"Eastern Europe and central Asia",2004,5,9,"B","Rate","Point",0.00184,0.00807,0.13749,0.05245,0.03822,0,0.24585,0.18568,0.0534,0.43153,0.45769,0.19594,0.3273,0.3431,0.00197,0.01119
"Eastern Europe and central Asia",2004,5,9,"B","Rate","Upper",0.00525,0.00916,0.14746,0.06512,0.04125,0,0.26088,0.19436,0.05661,0.44311,0.47495,0.20631,0.34038,0.35984,0.00305,0.01388
"Eastern Europe and central Asia",2005,5,9,"B","Deaths","Lower",1,41,642,214,172,0,1078,878,253,2064,2217,937,1492,1606,3,22
"Eastern Europe and central Asia",2005,5,9,"B","Deaths","Point",9,50,691,265,187,0,1167,918,269,2120,2298,990,1550,1680,9,32
"Eastern Europe and central Asia",2005,5,9,"B","Deaths","Upper",27,58,738,359,202,0,1240,962,284,2176,2386,1041,1614,1759,16,43
"Eastern Europe and central Asia",2005,5,9,"B","Fraction","Lower",0.00012,0.0034,0.05244,0.01747,0.01413,0,0.08845,0.07196,0.02076,0.16996,0.1819,0.07683,0.12248,0.1319,0.00032,0.00178
"Eastern Europe and central Asia",2005,5,9,"B","Fraction","Point",0.00072,0.00409,0.05648,0.0217,0.01525,0,0.09536,0.07501,0.02195,0.1733,0.18786,0.08093,0.12668,0.13733,0.00075,0.00261
"Eastern Europe and central Asia",2005,5,9,"B","Fraction","Upper",0.00221,0.00471,0.06027,0.02904,0.01648,0,0.10078,0.07829,0.0232,0.17649,0.19424,0.08461,0.13138,0.14325,0.00124,0.00353
"Eastern Europe and central Asia",2005,5,9,"B","Rate","Lower",0.00029,0.00807,0.12436,0.04149,0.03347,0,0.20878,0.16995,0.04905,0.39958,0.42931,0.1815,0.2888,0.31094,0.00077,0.00425
"Eastern Europe and central Asia",2005,5,9,"B","Rate","Point",0.0017,0.00968,0.13373,0.05138,0.03611,0,0.22579,0.17761,0.05197,0.41034,0.44481,0.19162,0.29995,0.32517,0.00178,0.00618
"Eastern Europe and central Asia",2005,5,9,"B","Rate","Upper",0.0052,0.01117,0.14275,0.06944,0.03908,0,0.23993,0.18614,0.05498,0.4211,0.46175,0.20142,0.31239,0.34041,0.00291,0.00833
"Eastern Europe and central Asia",2006,5,9,"B","Deaths","Lower",2,50,584,199,154,0,978,832,241,1974,2103,855,1373,1478,3,7
"Eastern Europe and central Asia",2006,5,9,"B","Deaths","Point",9,59,627,243,167,0,1046,868,257,2023,2176,906,1426,1542,9,15
"Eastern Europe and central Asia",2006,5,9,"B","Deaths","Upper",26,67,669,307,181,0,1118,908,273,2076,2255,950,1485,1616,16,24
"Eastern Europe and central Asia",2006,5,9,"B","Fraction","Lower",0.00023,0.00442,0.05134,0.01754,0.0136,0,0.08617,0.07342,0.02129,0.17454,0.18545,0.07546,0.12111,0.13019,0.00034,0.00069
"Eastern Europe and central Asia",2006,5,9,"B","Fraction","Point",0.00077,0.00516,0.05515,0.02135,0.0147,0,0.09197,0.07634,0.02256,0.1779,0.19133,0.07967,0.12537,0.1356,0.00077,0.00135
"Eastern Europe and central Asia",2006,5,9,"B","Fraction","Upper",0.00225,0.0059,0.05862,0.02691,0.01585,0,0.09797,0.07953,0.0239,0.18135,0.19786,0.08326,0.13007,0.14157,0.00132,0.0021
"Eastern Europe and central Asia",2006,5,9,"B","Rate","Lower",0.00051,0.00991,0.11522,0.03938,0.03044,0,0.19268,0.164,0.04761,0.3889,0.41432,0.16862,0.27052,0.29126,0.00078,0.00157
"Eastern Europe and central Asia",2006,5,9,"B","Rate","Point",0.00172,0.01156,0.12354,0.04783,0.03293,0,0.20602,0.17101,0.05054,0.39852,0.4286,0.17847,0.28084,0.30376,0.00172,0.00302
"Eastern Europe and central Asia",2006,5,9,"B","Rate","Upper",0.00507,0.01318,0.13179,0.06043,0.03555,0,0.22008,0.17887,0.05371,0.40881,0.44404,0.18706,0.29238,0.31824,0.00296,0.00473
"Eastern Europe and central Asia",2007,5,9,"B","Deaths","Lower",1,53,565,182,141,0,891,780,224,1872,1975,772,1244,1339,3,15
"Eastern Europe and central Asia",2007,5,9,"B","Deaths","Point",5,63,605,223,153,0,966,815,238,1918,2043,818,1294,1399,9,24
"Eastern Europe and central Asia",2007,5,9,"B","Deaths","Upper",14,74,646,286,166,0,1032,853,253,1964,2118,860,1348,1462,15,34
"Eastern Europe and central Asia",2007,5,9,"B","Fraction","Lower",0.00014,0.00507,0.05346,0.01725,0.01338,0,0.08464,0.0739,0.02124,0.17789,0.18716,0.07348,0.11822,0.12699,0.00037,0.00142
"Eastern Europe and central Asia",2007,5,9,"B","Fraction","Point",0.0005,0.00598,0.05718,0.02109,0.01447,0,0.09134,0.07705,0.02252,0.18141,0.19325,0.07733,0.12241,0.13232,0.00085,0.00228
"Eastern Europe and central Asia",2007,5,9,"B","Fraction","Upper",0.00126,0.00694,0.06089,0.027,0.01565,0,0.09736,0.08049,0.02392,0.18492,0.20005,0.08099,0.12699,0.13768,0.00142,0.00322
"Eastern Europe and central Asia",2007,5,9,"B","Rate","Lower",0.0003,0.01073,0.11268,0.03645,0.02814,0,0.17768,0.15544,0.0447,0.37304,0.39363,0.15393,0.24803,0.26695,0.00079,0.00298
"Eastern Europe and central Asia",2007,5,9,"B","Rate","Point",0.00105,0.0126,0.12048,0.04444,0.03049,0,0.19245,0.16235,0.04745,0.38223,0.40718,0.16294,0.25792,0.2788,0.00179,0.0048
"Eastern Europe and central Asia",2007,5,9,"B","Rate","Upper",0.00265,0.01467,0.12859,0.05698,0.03305,0,0.20564,0.16989,0.05035,0.39128,0.42188,0.17133,0.26847,0.2912,0.00299,0.00678
"Eastern Europe and central Asia",2008,5,9,"B","Deaths","Lower",0,57,503,176,128,0,795,741,206,1758,1900,717,1129,1237,3,25
"Eastern Europe and central Asia",2008,5,9,"B","Deaths","Point",3,68,547,219,140,0,854,773,219,1799,1966,757,1173,1291,7,36
"Eastern Europe and central Asia",2008,5,9,"B","Deaths","Upper",7,80,585,280,153,0,911,809,233,1844,2036,795,1219,1347,13,47
"Eastern Europe and central Asia",2008,5,9,"B","Fraction","Lower",0.00008,0.00587,0.0512,0.01796,0.01307,0,0.08078,0.07544,0.02102,0.1793,0.19311,0.07285,0.11475,0.12585,0.0003,0.00259
"Eastern Europe and central Asia",2008,5,9,"B","Fraction","Point",0.00029,0.00691,0.05548,0.02223,0.01422,0,0.08668,0.07845,0.02224,0.18266,0.19953,0.07681,0.1191,0.13104,0.00075,0.00362
"Eastern Europe and central Asia",2008,5,9,"B","Fraction","Upper",0.00072,0.00809,0.0594,0.02834,0.01546,0,0.09234,0.08203,0.02354,0.18618,0.20633,0.08051,0.12366,0.13656,0.00132,0.00478
"Eastern Europe and central Asia",2008,5,9,"B","Rate","Lower",0.00016,0.01158,0.10081,0.03536,0.02576,0,0.15907,0.14836,0.04132,0.35187,0.38019,0.14364,0.22605,0.2476,0.0006,0.00514
"Eastern Europe and central Asia",2008,5,9,"B","Rate","Point",0.00057,0.01362,0.10935,0.04381,0.02803,0,0.17084,0.15462,0.04383,0.36,0.39325,0.15138,0.23473,0.25827,0.00148,0.00713
"Eastern Europe and central Asia",2008,5,9,"B","Rate","Upper",0.0014,0.01597,0.11696,0.05592,0.03052,0,0.18218,0.16174,0.04654,0.36881,0.40727,0.15903,0.24386,0.26943,0.00261,0.00938
"Eastern Europe and central Asia",2009,5,9,"B","Deaths","Lower",0,62,482,172,120,0,705,704,197,1677,1806,638,1032,1124,1,13
"Eastern Europe and central Asia",2009,5,9,"B","Deaths","Point",3,75,522,211,131,0,772,734,210,1717,1864,675,1074,1170,6,21
"Eastern Europe and central Asia",2009,5,9,"B","Deaths","Upper",7,91,562,268,144,0,829,768,224,1756,1930,711,1120,1220,12,31
"Eastern Europe and central Asia",2009,5,9,"B","Fraction","Lower",0.00007,0.00677,0.05259,0.0188,0.0131,0,0.07694,0.0768,0.02153,0.1833,0.19678,0.06964,0.11248,0.12252,0.00021,0.00141
"Eastern Europe and central Asia",2009,5,9,"B","Fraction","Point",0.00029,0.00822,0.05682,0.02293,0.01424,0,0.08405,0.07995,0.02289,0.18691,0.20299,0.07349,0.1169,0.1274,0.00064,0.00228
"Eastern Europe and central Asia",2009,5,9,"B","Fraction","Upper",0.00074,0.00979,0.06088,0.02899,0.01557,0,0.0901,0.08346,0.02429,0.19057,0.20999,0.07716,0.12186,0.13251,0.00121,0.0033
"Eastern Europe and central Asia",2009,5,9,"B","Rate","Lower",0.00013,0.01241,0.09634,0.03434,0.02394,0,0.14074,0.14048,0.03944,0.33473,0.36046,0.1273,0.20608,0.22436,0.00039,0.00259
"Eastern Europe and central Asia",2009,5,9,"B","Rate","Point",0.00053,0.01507,0.10415,0.04203,0.0261,0,0.15406,0.14654,0.04196,0.34259,0.37207,0.1347,0.21427,0.23352,0.00117,0.00418
"Eastern Europe and central Asia",2009,5,9,"B","Rate","Upper",0.00135,0.01802,0.11195,0.05329,0.02856,0,0.16523,0.15317,0.04454,0.35021,0.38494,0.14175,0.22335,0.24339,0.0022,0.00599
"Eastern Europe and central Asia",2010,5,9,"B","Deaths","Lower",0,65,455,165,110,0,650,657,183,1588,1734,604,919,1034,5,16
"Eastern Europe and central Asia",2010,5,9,"B","Deaths","Point",3,80,489,202,120,0,702,686,194,1625,1790,639,957,1074,11,25
"Eastern Europe and central Asia",2010,5,9,"B","Deaths","Upper",10,94,525,246,132,0,754,716,207,1659,1851,672,998,1122,19,35
"Eastern Europe and central Asia",2010,5,9,"B","Fraction","Lower",0.00005,0.00754,0.05288,0.01927,0.01282,0,0.07581,0.07664,0.02129,0.18524,0.20163,0.07035,0.10708,0.1203,0.00058,0.00185
"Eastern Europe and central Asia",2010,5,9,"B","Fraction","Point",0.00037,0.00928,0.05688,0.02353,0.01398,0,0.08159,0.07982,0.02255,0.18896,0.20818,0.07434,0.11133,0.12496,0.0013,0.00293
"Eastern Europe and central Asia",2010,5,9,"B","Fraction","Upper",0.0011,0.01092,0.06093,0.0285,0.01531,0,0.08747,0.08336,0.02395,0.19249,0.21505,0.078,0.11583,0.12996,0.00211,0.00407
"Eastern Europe and central Asia",2010,5,9,"B","Rate","Lower",0.00008,0.01289,0.09015,0.03279,0.02182,0,0.12886,0.13015,0.03625,0.31435,0.34339,0.11971,0.18198,0.2047,0.00098,0.00316
"Eastern Europe and central Asia",2010,5,9,"B","Rate","Point",0.00063,0.01579,0.09679,0.04004,0.02379,0,0.13884,0.13583,0.03837,0.32155,0.35425,0.1265,0.18945,0.21264,0.00221,0.00499
"Eastern Europe and central Asia",2010,5,9,"B","Rate","Upper",0.00188,0.01855,0.10375,0.04862,0.02605,0,0.14917,0.14168,0.0408,0.32825,0.36641,0.13285,0.19749,0.22193,0.00357,0.00693
"Eastern Europe and central Asia",2011,5,9,"B","Deaths","Lower",0,75,418,157,102,0,588,640,179,1509,1651,537,846,968,26,18
"Eastern Europe and central Asia",2011,5,9,"B","Deaths","Point",3,88,449,193,112,0,633,667,191,1540,1704,568,883,1005,38,29
"Eastern Europe and central Asia",2011,5,9,"B","Deaths","Upper",11,102,483,239,123,0,679,696,203,1575,1764,597,918,1045,51,39
"Eastern Europe and central Asia",2011,5,9,"B","Fraction","Lower",0.00005,0.00934,0.05168,0.01941,0.01265,0,0.07264,0.07906,0.02216,0.18645,0.20374,0.06627,0.10461,0.11943,0.00323,0.00222
"Eastern Europe and central Asia",2011,5,9,"B","Fraction","Point",0.00037,0.01089,0.05542,0.02385,0.01381,0,0.07809,0.08236,0.02354,0.19006,0.21026,0.07009,0.10896,0.12407,0.0047,0.00353
"Eastern Europe and central Asia",2011,5,9,"B","Fraction","Upper",0.00128,0.01249,0.05957,0.02936,0.01511,0,0.0838,0.08584,0.02497,0.19375,0.21733,0.07347,0.11337,0.1288,0.00616,0.00483
"Eastern Europe and central Asia",2011,5,9,"B","Rate","Lower",0.00008,0.01473,0.08156,0.03072,0.01995,0,0.11483,0.12498,0.03502,0.2944,0.32215,0.10483,0.16518,0.18888,0.00508,0.00351
"Eastern Europe and central Asia",2011,5,9,"B","Rate","Point",0.00059,0.01722,0.08763,0.03771,0.02184,0,0.12347,0.13022,0.03722,0.30051,0.33245,0.11082,0.17228,0.19617,0.00743,0.00558
"Eastern Europe and central Asia",2011,5,9,"B","Rate","Upper",0.00203,0.01973,0.09421,0.0465,0.02385,0,0.13241,0.13572,0.03949,0.30718,0.34405,0.1163,0.17909,0.20378,0.00976,0.00761
"Eastern Europe and central Asia",2012,5,9,"B","Deaths","Lower",0,81,393,146,97,0,537,607,169,1474,1596,515,806,881,2,33
"Eastern Europe and central Asia",2012,5,9,"B","Deaths","Point",3,93,426,178,107,0,585,632,181,1506,1645,545,842,915,7,46
"Eastern Europe and central Asia",2012,5,9,"B","Deaths","Upper",10,105,459,220,117,0,629,659,194,1536,1701,573,879,952,13,60
"Eastern Europe and central Asia",2012,5,9,"B","Fraction","Lower",0.00006,0.01062,0.0508,0.01894,0.01262,0,0.06982,0.07875,0.02201,0.19124,0.20715,0.06686,0.1046,0.11424,0.00025,0.00428
"Eastern Europe and central Asia",2012,5,9,"B","Fraction","Point",0.00042,0.0121,0.05528,0.02312,0.01382,0,0.07588,0.082,0.02353,0.19528,0.21334,0.07061,0.10911,0.11868,0.00091,0.00591
"Eastern Europe and central Asia",2012,5,9,"B","Fraction","Upper",0.00125,0.01345,0.05946,0.02849,0.01517,0,0.08167,0.0854,0.02511,0.19885,0.22011,0.07416,0.11366,0.12337,0.00169,0.00765
"Eastern Europe and central Asia",2012,5,9,"B","Rate","Lower",0.00009,0.01566,0.07508,0.02797,0.01856,0,0.10269,0.11596,0.03239,0.28176,0.30505,0.09846,0.15399,0.16848,0.00038,0.0063
"Eastern Europe and central Asia",2012,5,9,"B","Rate","Point",0.00062,0.01783,0.08144,0.03406,0.02036,0,0.11179,0.12081,0.03467,0.2877,0.31431,0.10403,0.16075,0.17485,0.00134,0.00871
"Eastern Europe and central Asia",2012,5,9,"B","Rate","Upper",0.00184,0.01988,0.0876,0.04195,0.02232,0,0.12016,0.12588,0.03704,0.29336,0.3249,0.10943,0.16779,0.18186,0.00249,0.01128
"Eastern Europe and central Asia",2013,5,9,"B","Deaths","Lower",0,85,395,146,95,0,506,604,168,1447,1532,482,753,845,0,5
"Eastern Europe and central Asia",2013,5,9,"B","Deaths","Point",4,96,426,176,105,0,549,628,180,1479,1580,510,787,880,2,11
"Eastern Europe and central Asia",2013,5,9,"B","Deaths","Upper",15,108,458,214,116,0,589,655,193,1510,1633,539,824,918,6,17
"Eastern Europe and central Asia",2013,5,9,"B","Fraction","Lower",0.00007,0.01151,0.0534,0.01976,0.01285,0,0.06838,0.08161,0.0227,0.19526,0.20675,0.06505,0.10178,0.11419,0,0.00067
"Eastern Europe and central Asia",2013,5,9,"B","Fraction","Point",0.00055,0.01295,0.05753,0.02373,0.01416,0,0.07402,0.08476,0.02423,0.19949,0.21312,0.06886,0.10619,0.11869,0.00029,0.00144
"Eastern Europe and central Asia",2013,5,9,"B","Fraction","Upper",0.00189,0.01445,0.06164,0.02876,0.01567,0,0.07947,0.08826,0.02587,0.20344,0.22015,0.07243,0.1109,0.12365,0.00068,0.00231
"Eastern Europe and central Asia",2013,5,9,"B","Rate","Lower",0.00009,0.01589,0.07371,0.02728,0.01772,0,0.09435,0.11248,0.03135,0.26949,0.28536,0.08989,0.14036,0.15743,0,0.00093
"Eastern Europe and central Asia",2013,5,9,"B","Rate","Point",0.00076,0.01788,0.07941,0.03276,0.01955,0,0.10218,0.117,0.03345,0.27538,0.29419,0.09505,0.14658,0.16384,0.0004,0.00199
"Eastern Europe and central Asia",2013,5,9,"B","Rate","Upper",0.00261,0.01998,0.08509,0.03969,0.0216,0,0.10965,0.12193,0.03576,0.28101,0.30396,0.10018,0.15337,0.17085,0.00094,0.00317
"Eastern Europe and central Asia",2014,5,9,"B","Deaths","Lower",0,75,377,142,94,0,490,587,160,1409,1532,452,728,804,101,2
"Eastern Europe and central Asia",2014,5,9,"B","Deaths","Point",4,88,408,170,104,0,527,614,171,1440,1580,479,761,838,106,8
"Eastern Europe and central Asia",2014,5,9,"B","Deaths","Upper",15,101,439,200,115,0,568,641,183,1470,1636,507,797,872,110,13
"Eastern Europe and central Asia",2014,5,9,"B","Fraction","Lower",0.00012,0.01037,0.05157,0.0195,0.01293,0,0.06715,0.08078,0.02197,0.19328,0.21014,0.06202,0.09987,0.11049,0.01392,0.0004
"Eastern Europe and central Asia",2014,5,9,"B","Fraction","Point",0.00061,0.01204,0.05586,0.02332,0.01425,0,0.07228,0.08408,0.02343,0.19737,0.21654,0.06563,0.1043,0.11481,0.01446,0.00104
"Eastern Europe and central Asia",2014,5,9,"B","Fraction","Upper",0.00197,0.01385,0.05995,0.02733,0.01567,0,0.07776,0.08782,0.02494,0.20133,0.22385,0.06937,0.10901,0.11941,0.01504,0.00179
"Eastern Europe and central Asia",2014,5,9,"B","Rate","Lower",0.00016,0.01367,0.06824,0.02571,0.01707,0,0.08876,0.10637,0.02899,0.25507,0.2774,0.08191,0.13189,0.14555,0.01835,0.00054
"Eastern Europe and central Asia",2014,5,9,"B","Rate","Point",0.00081,0.0159,0.07376,0.03079,0.01882,0,0.09544,0.11102,0.03094,0.26061,0.28592,0.08666,0.13772,0.15159,0.01909,0.00137
"Eastern Europe and central Asia",2014,5,9,"B","Rate","Upper",0.00261,0.01824,0.07933,0.03606,0.02068,0,0.10272,0.11602,0.03296,0.266,0.29597,0.09173,0.14421,0.15783,0.01991,0.00236
"Eastern Europe and central Asia",2015,5,9,"B","Deaths","Lower",0,70,371,141,87,0,467,561,154,1412,1490,437,665,749,0,56
"Eastern Europe and central Asia",2015,5,9,"B","Deaths","Point",4,87,401,167,96,0,504,584,166,1446,1538,464,697,780,3,71
"Eastern Europe and central Asia",2015,5,9,"B","Deaths","Upper",12,101,432,198,106,0,543,607,178,1478,1595,491,730,815,7,88
"Eastern Europe and central Asia",2015,5,9,"B","Fraction","Lower",0.0001,0.0101,0.05312,0.02009,0.01244,0,0.06673,0.08018,0.02214,0.20208,0.21269,0.06252,0.09511,0.10703,0,0.00801
"Eastern Europe and central Asia",2015,5,9,"B","Fraction","Point",0.00056,0.01235,0.0572,0.0238,0.01371,0,0.07188,0.08333,0.02366,0.20633,0.2195,0.06618,0.09945,0.1114,0.00045,0.0102
"Eastern Europe and central Asia",2015,5,9,"B","Fraction","Upper",0.00163,0.01441,0.06138,0.02813,0.01511,0,0.07734,0.08669,0.02523,0.21063,0.22722,0.0699,0.10416,0.11624,0.00101,0.01258
"Eastern Europe and central Asia",2015,5,9,"B","Rate","Lower",0.00013,0.01248,0.06537,0.02484,0.01534,0,0.08237,0.09889,0.02727,0.24874,0.26252,0.07712,0.11727,0.13197,0,0.00986
"Eastern Europe and central Asia",2015,5,9,"B","Rate","Point",0.00069,0.01524,0.07058,0.02937,0.01692,0,0.0887,0.10283,0.0292,0.25461,0.27086,0.08167,0.12272,0.13747,0.00056,0.01259
"Eastern Europe and central Asia",2015,5,9,"B","Rate","Upper",0.00201,0.01778,0.07594,0.0348,0.01862,0,0.09563,0.10688,0.03119,0.26021,0.28092,0.08644,0.12846,0.14345,0.00124,0.0155
"Eastern Europe and central Asia",2016,5,9,"B","Deaths","Lower",0,71,370,141,85,0,432,556,153,1357,1444,410,624,726,0,93
"Eastern Europe and central Asia",2016,5,9,"B","Deaths","Point",4,89,399,168,94,0,472,582,165,1391,1492,436,658,759,1,113
"Eastern Europe and central Asia",2016,5,9,"B","Deaths","Upper",14,109,430,192,105,0,510,606,177,1422,1549,462,690,791,3,134
"Eastern Europe and central Asia",2016,5,9,"B","Fraction","Lower",0.00011,0.01056,0.05456,0.02077,0.01249,0,0.06351,0.08182,0.0225,0.19959,0.21164,0.0602,0.09191,0.10664,0,0.01368
"Eastern Europe and central Asia",2016,5,9,"B","Fraction","Point",0.00061,0.01308,0.05851,0.02458,0.01378,0,0.06916,0.08526,0.02419,0.20382,0.21868,0.06392,0.09647,0.11123,0.00008,0.01661
"Eastern Europe and central Asia",2016,5,9,"B","Fraction","Upper",0.00194,0.01592,0.06287,0.0281,0.01524,0,0.07467,0.08872,0.02581,0.20806,0.22681,0.06761,0.10103,0.11576,0.0003,0.01956
"Eastern Europe and central Asia",2016,5,9,"B","Rate","Lower",0.00013,0.01234,0.06368,0.02431,0.01464,0,0.07431,0.09569,0.02636,0.23324,0.24819,0.07047,0.10742,0.12491,0,0.01598
"Eastern Europe and central Asia",2016,5,9,"B","Rate","Point",0.00072,0.01533,0.0686,0.02882,0.01616,0,0.08108,0.09996,0.02836,0.23895,0.25638,0.07494,0.1131,0.1304,0.00009,0.01947
"Eastern Europe and central Asia",2016,5,9,"B","Rate","Upper",0.00226,0.01873,0.07384,0.03298,0.01788,0,0.08765,0.10406,0.03034,0.24432,0.26617,0.07931,0.11845,0.13582,0.00035,0.02302
