"ISO3","Year","AgeLow","AgeUp","Sex","Variable","Quantile","Total","Measles","Maternal","HIV","LRI","TB","Diarrhoeal","Malaria","OtherCMPN","Congenital","Cardiovascular","Digestive","Neoplasms","OtherNCD","InterpVio","SelfHarm","Drowning","RTI","OtherInj","NatDis","CollectVio"
"COM",2019,5,19,"B","Fraction","Lower",1,0,0.00173,0.00034,0.05528,0.00259,0.02966,0.00641,0.14965,0.00529,0.0066,0.03243,0.05355,0.15427,0.00559,0.01008,0.05881,0.06109,0.13802,0,0
"COM",2019,5,19,"B","Fraction","Point",1,0,0.00488,0.00071,0.07973,0.02083,0.04324,0.00879,0.1864,0.01343,0.01747,0.03924,0.06452,0.16915,0.01488,0.02613,0.07255,0.06876,0.16225,0.00705,0
"COM",2019,5,19,"B","Fraction","Upper",1,0,0.00928,0.00105,0.09996,0.05176,0.05457,0.01053,0.22859,0.02123,0.03248,0.04719,0.08181,0.18523,0.02757,0.04855,0.08594,0.07642,0.18285,0.02008,0
"CPV",2000,5,19,"B","Deaths","Lower",88,0,1,1,3,0,1,0,8,1,2,1,8,15,5,1,9,8,8,0,0
"CPV",2000,5,19,"B","Deaths","Point",96,3,1,2,4,1,1,0,10,2,3,2,9,18,7,2,11,9,10,0,0
"CPV",2000,5,19,"B","Deaths","Upper",117,25,2,4,5,3,2,0,15,3,4,3,11,20,8,3,12,10,12,0,0
"CPV",2000,5,19,"B","Fraction","Lower",1,0,0.01018,0.01142,0.03509,0.00701,0.01001,0,0.08029,0.01538,0.02419,0.01721,0.08147,0.15341,0.05641,0.01747,0.09162,0.08081,0.08512,0,0
"CPV",2000,5,19,"B","Fraction","Point",1,0.03075,0.01275,0.02269,0.04428,0.01302,0.0137,0,0.10671,0.01948,0.03042,0.02141,0.09781,0.18482,0.06975,0.02183,0.11036,0.09663,0.10359,0,0
"CPV",2000,5,19,"B","Fraction","Upper",1,0.20189,0.01644,0.03123,0.05167,0.02229,0.01703,0,0.14605,0.02233,0.03555,0.02365,0.1033,0.19803,0.08013,0.02581,0.12173,0.10244,0.11397,0,0
"CPV",2001,5,19,"B","Deaths","Lower",87,0,0,1,3,0,0,0,7,1,2,1,8,15,6,1,9,8,8,0,0
"CPV",2001,5,19,"B","Deaths","Point",96,3,1,3,4,1,1,0,9,2,3,2,9,18,7,2,10,9,10,0,0
"CPV",2001,5,19,"B","Deaths","Upper",108,16,2,5,5,3,2,0,14,3,4,3,11,20,9,3,12,10,12,0,0
"CPV",2001,5,19,"B","Fraction","Lower",1,0,0.0094,0.01973,0.03471,0.00731,0.0097,0,0.07152,0.01568,0.02552,0.01863,0.08684,0.16237,0.06355,0.01867,0.09343,0.08524,0.09113,0,0
"CPV",2001,5,19,"B","Fraction","Point",1,0.02997,0.01227,0.03477,0.04192,0.01325,0.01261,0,0.09499,0.01825,0.03128,0.02146,0.09804,0.18533,0.07705,0.02318,0.10639,0.09565,0.10359,0,0
"CPV",2001,5,19,"B","Fraction","Upper",1,0.14583,0.01453,0.04886,0.05006,0.02281,0.01624,0,0.13606,0.02202,0.03536,0.02349,0.10398,0.19804,0.08666,0.02619,0.11848,0.10128,0.11469,0,0
"CPV",2002,5,19,"B","Deaths","Lower",86,0,0,2,3,0,0,0,6,1,2,1,8,15,6,1,8,8,8,0,0
"CPV",2002,5,19,"B","Deaths","Point",94,3,1,4,4,1,1,0,8,2,3,2,9,17,8,2,10,9,10,0,0
"CPV",2002,5,19,"B","Deaths","Upper",108,19,2,5,5,3,2,0,12,3,4,3,11,20,9,3,11,10,12,0,0
"CPV",2002,5,19,"B","Fraction","Lower",1,0,0.00853,0.02297,0.03365,0.00749,0.00922,0,0.06556,0.01526,0.02504,0.01858,0.08679,0.16082,0.06765,0.01842,0.09114,0.08247,0.0902,0,0
"CPV",2002,5,19,"B","Fraction","Point",1,0.03268,0.01108,0.03925,0.04128,0.01375,0.01224,0,0.08832,0.01859,0.03031,0.02124,0.099,0.18454,0.08156,0.02283,0.1044,0.09478,0.10416,0,0
"CPV",2002,5,19,"B","Fraction","Upper",1,0.16988,0.01331,0.04923,0.04849,0.02216,0.01536,0,0.12496,0.02144,0.03511,0.02349,0.10468,0.19819,0.09385,0.02638,0.11569,0.10055,0.11516,0,0
"CPV",2003,5,19,"B","Deaths","Lower",85,0,0,2,3,0,0,0,5,1,2,1,8,15,7,1,8,7,8,0,0
"CPV",2003,5,19,"B","Deaths","Point",94,3,1,4,4,1,1,0,8,2,3,2,9,17,9,2,10,9,10,0,0
"CPV",2003,5,19,"B","Deaths","Upper",107,20,2,6,5,3,2,0,11,2,4,3,11,19,10,3,11,10,12,0,0
"CPV",2003,5,19,"B","Fraction","Lower",1,0,0.00803,0.02392,0.03223,0.00775,0.00875,0,0.05634,0.0146,0.0253,0.01812,0.08598,0.15974,0.07559,0.01891,0.08652,0.08065,0.09061,0,0
"CPV",2003,5,19,"B","Fraction","Point",1,0.033,0.00974,0.043,0.03978,0.01397,0.01153,0,0.08261,0.01799,0.03004,0.02111,0.09907,0.1836,0.09085,0.02287,0.10212,0.09406,0.10467,0,0
"CPV",2003,5,19,"B","Fraction","Upper",1,0.17986,0.01248,0.05643,0.04687,0.02253,0.01426,0,0.11645,0.02066,0.0349,0.02343,0.10542,0.19756,0.10436,0.02691,0.11258,0.09999,0.11543,0,0
"CPV",2004,5,19,"B","Deaths","Lower",81,0,0,2,2,0,0,0,5,1,2,1,8,14,7,1,7,7,8,0,0
"CPV",2004,5,19,"B","Deaths","Point",90,3,1,4,3,1,1,0,7,2,3,2,9,17,9,2,9,8,9,0,0
"CPV",2004,5,19,"B","Deaths","Upper",103,21,2,6,5,3,2,0,10,2,4,3,10,19,11,3,11,10,11,0,0
"CPV",2004,5,19,"B","Fraction","Lower",1,0,0.00753,0.02633,0.03131,0.00815,0.00821,0,0.0517,0.01428,0.02455,0.01793,0.08556,0.15629,0.08179,0.0186,0.08493,0.0801,0.08831,0,0
"CPV",2004,5,19,"B","Fraction","Point",1,0.03377,0.00983,0.04587,0.03855,0.01481,0.01093,0,0.07696,0.01752,0.02968,0.02107,0.09998,0.18399,0.09672,0.02307,0.09932,0.09302,0.10491,0,0
"CPV",2004,5,19,"B","Fraction","Upper",1,0.1963,0.01167,0.05747,0.04552,0.02383,0.01374,0,0.10646,0.02025,0.03472,0.02341,0.10635,0.19864,0.11251,0.02692,0.11067,0.09933,0.11719,0,0
"CPV",2005,5,19,"B","Deaths","Lower",79,0,0,2,2,0,0,0,4,1,2,1,7,14,8,1,7,7,7,0,0
"CPV",2005,5,19,"B","Deaths","Point",87,3,1,4,3,1,1,0,6,1,3,2,9,16,9,2,8,8,9,0,0
"CPV",2005,5,19,"B","Deaths","Upper",101,19,1,6,4,2,2,0,9,2,3,3,10,18,11,3,10,9,11,0,0
"CPV",2005,5,19,"B","Fraction","Lower",1,0,0.007,0.02711,0.03038,0.00824,0.0078,0,0.04836,0.01405,0.02432,0.01786,0.08637,0.15743,0.09122,0.01849,0.08277,0.08056,0.09007,0,0
"CPV",2005,5,19,"B","Fraction","Point",1,0.03432,0.00887,0.04734,0.03688,0.01554,0.01027,0,0.07109,0.01683,0.02961,0.02099,0.10001,0.18319,0.10837,0.02278,0.09702,0.09254,0.10436,0,0
"CPV",2005,5,19,"B","Fraction","Upper",1,0.18593,0.01084,0.05879,0.0438,0.02283,0.01296,0,0.09753,0.01975,0.03426,0.02337,0.10694,0.19846,0.12455,0.02662,0.10853,0.09898,0.11645,0,0
"CPV",2006,5,19,"B","Deaths","Lower",75,0,0,2,2,0,0,0,4,1,2,1,7,13,8,1,7,7,7,0,0
"CPV",2006,5,19,"B","Deaths","Point",81,1,1,4,3,1,1,0,6,1,2,2,8,15,10,2,8,8,9,0,0
"CPV",2006,5,19,"B","Deaths","Upper",90,7,1,5,4,3,2,0,8,2,3,2,10,17,12,3,9,9,10,0,0
"CPV",2006,5,19,"B","Fraction","Lower",1,0,0.00706,0.03217,0.03063,0.00953,0.00784,0,0.05196,0.0143,0.0257,0.01911,0.09702,0.17324,0.10338,0.01958,0.08699,0.08833,0.09598,0,0
"CPV",2006,5,19,"B","Fraction","Point",1,0.01011,0.00819,0.04701,0.03663,0.01674,0.01,0,0.06943,0.01677,0.02991,0.02139,0.1029,0.1875,0.12108,0.02311,0.09757,0.09431,0.10734,0,0
"CPV",2006,5,19,"B","Fraction","Upper",1,0.077,0.01049,0.05745,0.04297,0.02546,0.0125,0,0.09302,0.01992,0.03446,0.02354,0.1084,0.20003,0.13573,0.02701,0.1067,0.09898,0.11759,0,0
"CPV",2007,5,19,"B","Deaths","Lower",72,0,0,2,2,0,0,0,3,1,2,1,7,13,8,1,6,6,7,0,0
"CPV",2007,5,19,"B","Deaths","Point",78,1,1,4,3,1,1,0,5,1,2,2,8,15,10,2,7,7,8,0,0
"CPV",2007,5,19,"B","Deaths","Upper",87,7,1,5,4,3,1,0,7,2,3,2,9,17,12,3,9,9,10,0,0
"CPV",2007,5,19,"B","Fraction","Lower",1,0,0.00698,0.03245,0.02956,0.00945,0.00747,0,0.04883,0.01416,0.02597,0.01913,0.09803,0.17303,0.11066,0.02001,0.08592,0.08827,0.09607,0,0
"CPV",2007,5,19,"B","Fraction","Point",1,0.01137,0.00818,0.04705,0.03597,0.01736,0.00981,0,0.06501,0.01763,0.02953,0.02129,0.10449,0.18712,0.12577,0.02315,0.09559,0.09397,0.10671,0,0
"CPV",2007,5,19,"B","Fraction","Upper",1,0.07388,0.01048,0.05776,0.04142,0.02718,0.0119,0,0.08624,0.01985,0.03485,0.02355,0.10958,0.2001,0.14467,0.02766,0.10469,0.09882,0.1172,0,0
"CPV",2008,5,19,"B","Deaths","Lower",69,0,0,2,2,0,0,0,3,1,1,1,7,12,8,1,6,6,7,0,0
"CPV",2008,5,19,"B","Deaths","Point",77,1,1,4,3,1,1,0,5,1,2,2,8,14,10,2,7,7,8,0,0
"CPV",2008,5,19,"B","Deaths","Upper",85,9,1,5,4,3,1,0,7,2,3,2,9,16,12,3,8,8,10,0,0
"CPV",2008,5,19,"B","Fraction","Lower",1,0,0.00675,0.03043,0.02822,0.01015,0.00711,0,0.04258,0.01384,0.0258,0.01897,0.09595,0.17106,0.1144,0.02052,0.082,0.08565,0.09449,0,0
"CPV",2008,5,19,"B","Fraction","Point",1,0.01184,0.00795,0.04769,0.03428,0.01738,0.00926,0,0.06023,0.0172,0.03001,0.02123,0.10484,0.18641,0.13429,0.02412,0.09331,0.09381,0.10616,0,0
"CPV",2008,5,19,"B","Fraction","Upper",1,0.10585,0.01017,0.05846,0.04001,0.02786,0.0114,0,0.08139,0.01979,0.035,0.0235,0.11067,0.19985,0.152,0.0284,0.10228,0.09871,0.11642,0,0
"CPV",2009,5,19,"B","Deaths","Lower",66,0,0,2,1,0,0,0,3,0,1,1,6,11,8,1,5,6,6,0,0
"CPV",2009,5,19,"B","Deaths","Point",73,1,1,3,2,1,1,0,4,1,2,2,8,13,10,2,7,7,8,1,0
"CPV",2009,5,19,"B","Deaths","Upper",82,9,1,5,3,3,1,0,6,2,3,2,9,16,12,3,8,8,9,2,0
"CPV",2009,5,19,"B","Fraction","Lower",1,0,0.00648,0.02946,0.02659,0.00998,0.00669,0,0.04026,0.01348,0.02598,0.01862,0.09658,0.16905,0.11696,0.02126,0.07959,0.08601,0.09363,0,0
"CPV",2009,5,19,"B","Fraction","Point",1,0.01278,0.00793,0.04661,0.03274,0.01826,0.00881,0,0.05569,0.01721,0.03032,0.02101,0.10512,0.18472,0.13677,0.02522,0.0905,0.09345,0.10501,0.00784,0
"CPV",2009,5,19,"B","Fraction","Upper",1,0.10581,0.00977,0.05634,0.03825,0.02881,0.01098,0,0.0743,0.01988,0.03507,0.02313,0.11164,0.19893,0.15522,0.02955,0.10008,0.0985,0.11663,0.02921,0
"CPV",2010,5,19,"B","Deaths","Lower",62,0,0,2,1,0,0,0,2,0,1,1,6,11,8,1,5,5,6,0,0
"CPV",2010,5,19,"B","Deaths","Point",69,0,1,3,2,1,1,0,4,1,2,1,8,13,10,2,6,7,7,0,0
"CPV",2010,5,19,"B","Deaths","Upper",76,0,1,5,3,2,1,0,5,2,3,2,9,15,12,3,8,8,9,0,0
"CPV",2010,5,19,"B","Fraction","Lower",1,0,0.00657,0.03732,0.02709,0.01135,0.00679,0,0.04016,0.01402,0.02708,0.01955,0.10342,0.17851,0.12305,0.02252,0.08208,0.09153,0.09785,0,0
"CPV",2010,5,19,"B","Fraction","Point",1,0,0.00806,0.05034,0.03239,0.01911,0.00853,0,0.05197,0.01635,0.03125,0.02149,0.10899,0.19174,0.13928,0.02661,0.08991,0.09567,0.10831,0,0
"CPV",2010,5,19,"B","Fraction","Upper",1,0,0.00959,0.05764,0.03792,0.0287,0.01078,0,0.06959,0.02015,0.03596,0.02349,0.11462,0.20285,0.16001,0.03075,0.09913,0.1004,0.11801,0,0
"CPV",2011,5,19,"B","Deaths","Lower",57,0,0,2,1,0,0,0,2,0,1,1,6,10,7,1,4,5,5,0,0
"CPV",2011,5,19,"B","Deaths","Point",65,0,0,3,2,1,1,0,3,1,2,1,7,13,9,2,6,6,7,0,0
"CPV",2011,5,19,"B","Deaths","Upper",72,0,1,4,3,3,1,0,5,2,3,2,9,15,11,3,7,7,9,0,0
"CPV",2011,5,19,"B","Fraction","Lower",1,0,0.00631,0.0372,0.02661,0.01167,0.00675,0,0.03745,0.01407,0.02718,0.01961,0.10567,0.18039,0.12154,0.02281,0.08061,0.09217,0.09778,0,0
"CPV",2011,5,19,"B","Fraction","Point",1,0,0.00719,0.04999,0.03242,0.01969,0.00867,0,0.04794,0.01768,0.03114,0.02142,0.11127,0.19235,0.13956,0.02666,0.08936,0.09661,0.10806,0,0
"CPV",2011,5,19,"B","Fraction","Upper",1,0,0.00935,0.05572,0.03751,0.0315,0.01075,0,0.06467,0.02056,0.03636,0.02354,0.11731,0.20585,0.15931,0.03164,0.09763,0.10127,0.11831,0,0
"CPV",2012,5,19,"B","Deaths","Lower",53,0,0,1,1,0,0,0,2,0,1,1,6,10,6,1,4,5,5,0,0
"CPV",2012,5,19,"B","Deaths","Point",61,0,0,2,2,1,1,0,4,1,2,1,7,12,8,2,5,6,7,0,0
"CPV",2012,5,19,"B","Deaths","Upper",69,0,1,4,3,2,1,0,5,2,3,2,8,14,10,3,7,7,8,0,0
"CPV",2012,5,19,"B","Fraction","Lower",1,0,0.00609,0.03263,0.02627,0.0097,0.00677,0,0.04852,0.01405,0.0271,0.01975,0.10833,0.18325,0.11713,0.02239,0.07905,0.09296,0.09683,0,0
"CPV",2012,5,19,"B","Fraction","Point",1,0,0.00741,0.04055,0.0323,0.01568,0.00867,0,0.05913,0.01788,0.03161,0.02161,0.11479,0.19656,0.13461,0.02691,0.08733,0.09753,0.10744,0,0
"CPV",2012,5,19,"B","Fraction","Upper",1,0,0.0092,0.04757,0.03797,0.02289,0.01086,0,0.07172,0.02124,0.03681,0.02366,0.12096,0.21014,0.15635,0.03194,0.09625,0.10235,0.11842,0,0
"CPV",2013,5,19,"B","Deaths","Lower",49,0,0,1,1,0,0,0,2,0,1,1,5,9,5,1,4,4,4,0,0
"CPV",2013,5,19,"B","Deaths","Point",57,0,0,2,2,1,0,0,4,1,2,1,7,11,7,2,5,6,6,0,0
"CPV",2013,5,19,"B","Deaths","Upper",66,0,1,3,3,2,1,0,5,2,3,2,8,14,10,2,6,7,8,0,0
"CPV",2013,5,19,"B","Fraction","Lower",1,0,0.00581,0.02189,0.02609,0.01036,0.00676,0,0.05222,0.014,0.02701,0.01994,0.11117,0.1865,0.11089,0.02219,0.07771,0.09324,0.09636,0,0
"CPV",2013,5,19,"B","Fraction","Point",1,0,0.00774,0.0312,0.03223,0.01715,0.00868,0,0.06515,0.01805,0.03223,0.02182,0.11845,0.20099,0.12821,0.02757,0.08534,0.09823,0.10696,0,0
"CPV",2013,5,19,"B","Fraction","Upper",1,0,0.00913,0.03952,0.03887,0.02434,0.01103,0,0.07919,0.02196,0.03733,0.02381,0.12472,0.21504,0.1515,0.03262,0.09499,0.10338,0.11891,0,0
"CPV",2014,5,19,"B","Deaths","Lower",45,0,0,1,1,0,0,0,2,0,1,0,5,8,5,1,3,4,4,0,0
"CPV",2014,5,19,"B","Deaths","Point",54,0,0,1,2,1,0,0,4,1,2,1,7,11,7,1,5,5,6,0,0
"CPV",2014,5,19,"B","Deaths","Upper",63,0,1,2,3,2,1,0,5,2,3,2,8,14,9,2,6,7,8,0,0
"CPV",2014,5,19,"B","Fraction","Lower",1,0,0.00558,0.02006,0.02551,0.01104,0.00668,0,0.05471,0.01379,0.02698,0.02008,0.11407,0.18963,0.10355,0.02192,0.07611,0.09383,0.09584,0,0
"CPV",2014,5,19,"B","Fraction","Point",1,0,0.00684,0.02658,0.03269,0.01741,0.00874,0,0.06678,0.01784,0.03202,0.02187,0.12139,0.20572,0.12293,0.02713,0.08443,0.09923,0.10839,0,0
"CPV",2014,5,19,"B","Fraction","Upper",1,0,0.00909,0.03348,0.03942,0.0266,0.01113,0,0.07933,0.02238,0.03835,0.02398,0.12852,0.21994,0.1455,0.03346,0.09334,0.10511,0.12004,0,0
"CPV",2015,5,19,"B","Deaths","Lower",42,0,0,0,1,0,0,0,2,0,1,0,5,8,4,1,3,4,4,0,0
"CPV",2015,5,19,"B","Deaths","Point",51,0,0,1,2,1,0,0,3,1,2,1,6,11,6,1,4,5,5,0,0
"CPV",2015,5,19,"B","Deaths","Upper",62,0,1,2,3,2,1,0,5,2,3,2,8,14,8,2,6,7,7,0,0
"CPV",2015,5,19,"B","Fraction","Lower",1,0,0.00528,0.02176,0.02489,0.01157,0.00654,0,0.05397,0.01345,0.02717,0.02016,0.11651,0.19213,0.09679,0.02182,0.07458,0.09514,0.09467,0,0
"CPV",2015,5,19,"B","Fraction","Point",1,0,0.00709,0.02507,0.03192,0.01857,0.00852,0,0.06537,0.01758,0.03338,0.02204,0.12432,0.20942,0.11763,0.02814,0.08236,0.10138,0.10721,0,0
"CPV",2015,5,19,"B","Fraction","Upper",1,0,0.00888,0.02803,0.03983,0.02694,0.01101,0,0.07631,0.02284,0.03958,0.02402,0.13193,0.22486,0.14047,0.0343,0.09188,0.1077,0.12088,0,0
"CPV",2016,5,19,"B","Deaths","Lower",38,0,0,0,1,0,0,0,2,0,1,0,4,7,3,0,3,4,3,0,0
"CPV",2016,5,19,"B","Deaths","Point",48,0,0,1,2,1,0,0,3,1,2,1,6,10,5,1,4,5,5,0,0
"CPV",2016,5,19,"B","Deaths","Upper",59,0,1,2,3,2,1,0,4,2,3,2,8,13,7,2,5,7,7,0,0
"CPV",2016,5,19,"B","Fraction","Lower",1,0,0.00525,0.01909,0.02452,0.01217,0.00643,0,0.04857,0.01346,0.02714,0.02032,0.11947,0.19565,0.08738,0.0221,0.07318,0.09631,0.0945,0,0
"CPV",2016,5,19,"B","Fraction","Point",1,0,0.00737,0.02718,0.03222,0.0196,0.00844,0,0.06047,0.01725,0.03361,0.02223,0.12851,0.21635,0.10608,0.02899,0.0802,0.10251,0.109,0,0
"CPV",2016,5,19,"B","Fraction","Upper",1,0,0.00899,0.0337,0.04029,0.02881,0.01098,0,0.0746,0.02378,0.04075,0.02411,0.1361,0.23144,0.13136,0.03593,0.08992,0.11021,0.12241,0,0
"CPV",2017,5,19,"B","Deaths","Lower",36,0,0,0,1,0,0,0,1,0,1,0,4,7,3,0,2,3,3,0,0
"CPV",2017,5,19,"B","Deaths","Point",46,0,0,1,1,1,0,0,3,1,2,1,6,10,5,1,4,5,5,0,0
"CPV",2017,5,19,"B","Deaths","Upper",57,0,1,2,2,2,1,0,4,2,3,2,8,13,7,2,5,7,7,0,0
"CPV",2017,5,19,"B","Fraction","Lower",1,0,0.00494,0.02139,0.02389,0.01262,0.00621,0,0.04717,0.01325,0.02736,0.02037,0.1212,0.19735,0.08092,0.02258,0.07179,0.09785,0.09381,0,0
"CPV",2017,5,19,"B","Fraction","Point",1,0,0.00628,0.02602,0.03221,0.01948,0.00844,0,0.0592,0.01827,0.0341,0.0221,0.13057,0.21805,0.10149,0.02947,0.07997,0.10521,0.10913,0,0
"CPV",2017,5,19,"B","Fraction","Upper",1,0,0.00867,0.02993,0.04056,0.03069,0.01084,0,0.07055,0.02448,0.04205,0.0241,0.13926,0.23648,0.12466,0.03753,0.08846,0.11377,0.12356,0,0
"CPV",2018,5,19,"B","Deaths","Lower",34,0,0,0,0,0,0,0,1,0,1,0,4,7,2,0,2,3,3,0,0
"CPV",2018,5,19,"B","Deaths","Point",44,0,0,1,1,1,0,0,3,1,2,1,6,10,4,1,3,5,5,0,0
"CPV",2018,5,19,"B","Deaths","Upper",56,0,1,2,2,2,1,0,4,2,3,2,8,13,6,2,5,7,7,0,0
"CPV",2018,5,19,"B","Fraction","Lower",1,0,0.00482,0.01908,0.02345,0.01233,0.00605,0,0.04763,0.01309,0.02738,0.02039,0.12314,0.19979,0.07416,0.02303,0.07058,0.09824,0.09316,0,0
"CPV",2018,5,19,"B","Fraction","Point",1,0,0.00648,0.02297,0.03221,0.02036,0.00844,0,0.06005,0.01937,0.03478,0.02216,0.13368,0.2209,0.09421,0.03068,0.07859,0.10668,0.10844,0,0
"CPV",2018,5,19,"B","Fraction","Upper",1,0,0.00868,0.02688,0.04049,0.03199,0.01071,0,0.07096,0.02485,0.04327,0.02413,0.14216,0.24069,0.11863,0.03948,0.08686,0.11648,0.12438,0,0
"CPV",2019,5,19,"B","Deaths","Lower",32,0,0,0,0,0,0,0,1,0,1,0,4,6,2,0,2,3,3,0,0
"CPV",2019,5,19,"B","Deaths","Point",42,0,0,1,1,1,0,0,2,1,1,1,6,9,4,1,3,5,5,0,0
"CPV",2019,5,19,"B","Deaths","Upper",55,0,1,2,2,2,1,0,4,2,3,2,8,13,6,2,5,6,7,0,0
"CPV",2019,5,19,"B","Fraction","Lower",1,0,0.00472,0.01863,0.02307,0.01286,0.00585,0,0.04796,0.01293,0.02722,0.02039,0.12476,0.20124,0.06904,0.02383,0.06961,0.09793,0.09308,0,0
"CPV",2019,5,19,"B","Fraction","Point",1,0,0.00672,0.02227,0.03193,0.02124,0.00817,0,0.05837,0.01851,0.03528,0.02223,0.13576,0.22522,0.08801,0.0323,0.07692,0.10715,0.10992,0,0
"CPV",2019,5,19,"B","Fraction","Upper",1,0,0.00865,0.02514,0.0406,0.03169,0.01067,0,0.06994,0.02548,0.0444,0.0241,0.14435,0.24408,0.11338,0.04173,0.08574,0.11813,0.12632,0,0
"CRI",2000,5,19,"B","Deaths","Lower",428,0,0,0,0,0,0,0,11,4,3,7,50,79,17,21,26,85,11,0,0
"CRI",2000,5,19,"B","Deaths","Point",442,0,1,2,1,1,5,0,20,11,9,13,64,97,26,30,37,103,20,3,0
"CRI",2000,5,19,"B","Deaths","Upper",456,0,4,6,4,4,10,0,30,17,16,21,80,114,36,41,49,121,30,7,0
"CRI",2000,5,19,"B","Fraction","Lower",1,0,0,0,0,0,0.00225,0,0.02684,0.0113,0.00691,0.01574,0.11459,0.18182,0.03891,0.04704,0.05977,0.19545,0.0271,0,0
"CRI",2000,5,19,"B","Fraction","Point",1,0,0.00205,0.00441,0.00241,0.00219,0.01058,0,0.04439,0.02423,0.0204,0.02975,0.14447,0.21844,0.05974,0.06756,0.08446,0.23234,0.04603,0.00657,0
"CRI",2000,5,19,"B","Fraction","Upper",1,0,0.00696,0.01141,0.00702,0.00691,0.02246,0,0.06532,0.03672,0.03414,0.04582,0.17948,0.25615,0.07965,0.09089,0.10962,0.27079,0.06713,0.01372,0
"CRI",2001,5,19,"B","Deaths","Lower",426,0,0,0,0,0,1,0,7,1,5,2,59,85,16,11,30,73,26,0,0
"CRI",2001,5,19,"B","Deaths","Point",439,0,2,0,3,0,5,0,14,6,12,7,74,101,25,19,41,91,38,1,0
"CRI",2001,5,19,"B","Deaths","Upper",454,0,6,0,7,0,11,0,22,11,19,13,90,120,35,27,54,108,50,4,0
"CRI",2001,5,19,"B","Fraction","Lower",1,0,0,0,0,0,0.00228,0,0.0161,0.00452,0.01172,0.00457,0.13514,0.19513,0.03648,0.02507,0.06905,0.1693,0.06145,0,0
"CRI",2001,5,19,"B","Fraction","Point",1,0,0.00441,0,0.00703,0,0.01167,0,0.03235,0.01387,0.02674,0.01552,0.16899,0.23113,0.05652,0.04227,0.09385,0.20715,0.08599,0.00251,0
"CRI",2001,5,19,"B","Fraction","Upper",1,0,0.01143,0,0.01576,0,0.02297,0,0.04844,0.02506,0.04246,0.02762,0.2042,0.27077,0.07902,0.06149,0.12215,0.24421,0.1121,0.007,0
"CRI",2002,5,19,"B","Deaths","Lower",424,0,0,0,0,0,0,0,7,0,3,5,41,107,9,31,32,67,14,0,0
"CRI",2002,5,19,"B","Deaths","Point",437,0,3,0,0,4,2,0,14,4,9,11,54,126,16,43,45,83,22,0,0
"CRI",2002,5,19,"B","Deaths","Upper",452,0,7,0,0,9,6,0,23,8,16,19,69,145,25,56,59,99,32,0,0
"CRI",2002,5,19,"B","Fraction","Lower",1,0,0,0,0,0.00222,0,0,0.01817,0.00225,0.00908,0.01149,0.09354,0.24737,0.02059,0.07216,0.07473,0.15355,0.03202,0,0
"CRI",2002,5,19,"B","Fraction","Point",1,0,0.00579,0,0,0.00896,0.00442,0,0.03308,0.00896,0.02089,0.02569,0.12375,0.28829,0.03759,0.09812,0.10403,0.19011,0.05032,0,0
"CRI",2002,5,19,"B","Fraction","Upper",1,0,0.01368,0,0,0.01834,0.01151,0,0.05126,0.01803,0.03506,0.04141,0.15386,0.33023,0.05677,0.12652,0.13186,0.22529,0.07142,0,0
"CRI",2003,5,19,"B","Deaths","Lower",419,0,0,0,1,0,2,0,3,5,2,2,38,93,16,20,33,67,22,0,0
"CRI",2003,5,19,"B","Deaths","Point",433,0,3,3,5,0,7,0,9,11,7,7,53,110,25,31,45,84,33,1,0
"CRI",2003,5,19,"B","Deaths","Upper",447,0,7,7,10,0,12,0,16,19,13,13,68,129,35,42,59,100,45,4,0
"CRI",2003,5,19,"B","Fraction","Lower",1,0,0,0,0.00232,0,0.00468,0,0.00908,0.0135,0.00675,0.00466,0.0901,0.21823,0.03753,0.04856,0.07724,0.15703,0.0533,0,0
"CRI",2003,5,19,"B","Fraction","Point",1,0,0.0064,0.00624,0.01137,0,0.01527,0,0.01991,0.02554,0.01658,0.0157,0.1233,0.25461,0.05779,0.07062,0.10475,0.1931,0.07661,0.0022,0
"CRI",2003,5,19,"B","Fraction","Upper",1,0,0.01404,0.01391,0.02134,0,0.02729,0,0.03465,0.04129,0.02978,0.02929,0.15415,0.2963,0.07992,0.09645,0.13547,0.22912,0.10113,0.00704,0
"CRI",2004,5,19,"B","Deaths","Lower",412,0,0,0,0,0,0,0,4,1,3,1,52,81,16,24,25,57,37,0,0
"CRI",2004,5,19,"B","Deaths","Point",426,0,4,0,3,0,4,0,11,5,9,6,67,99,26,35,36,72,49,1,0
"CRI",2004,5,19,"B","Deaths","Upper",440,0,9,0,7,0,9,0,18,10,15,12,82,117,36,47,49,87,63,4,0
"CRI",2004,5,19,"B","Fraction","Lower",1,0,0.0023,0,0,0,0.00231,0,0.01167,0.00236,0.0072,0.00458,0.12221,0.19166,0.03855,0.05794,0.05964,0.13514,0.08744,0,0
"CRI",2004,5,19,"B","Fraction","Point",1,0,0.00943,0,0.00676,0,0.00912,0,0.02499,0.01145,0.02071,0.01354,0.15692,0.23169,0.06001,0.08263,0.0853,0.17003,0.11518,0.00225,0
"CRI",2004,5,19,"B","Fraction","Upper",1,0,0.0191,0,0.01435,0,0.01866,0,0.04024,0.0214,0.03437,0.0259,0.19093,0.27128,0.08204,0.10904,0.11344,0.20423,0.14669,0.00716,0
