"ISO3","Year","AgeLow","AgeUp","Sex","Variable","Quantile","HIV","LRI","TB","Diarrhoeal","Malaria","OtherCMPN","Digestive","Neoplasms","OtherNCD","Drowning","RTI","OtherInj","NatDis","CollectVio"
"AFG",2019,10,14,"B","Fraction","Upper",0.0015,0.10945,0.14138,0.13029,0.00131,0.30724,0.04364,0.06607,0.10525,0.05423,0.04614,0.16919,0.01054,0.66128
"AFG",2019,10,14,"B","Rate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AFG",2019,10,14,"B","Rate","Point",0.00126,0.14241,0.07055,0.19297,0.00222,0.46017,0.06153,0.09492,0.16126,0.0765,0.06798,0.26097,0.00193,0.32023
"AFG",2019,10,14,"B","Rate","Upper",0.00638,0.6245,0.28101,0.72015,0.00794,1.7616,0.22574,0.36016,0.58386,0.28219,0.2531,0.94286,0.00488,0.37551
"AGO",2000,10,14,"B","Deaths","Lower",3,225,5,778,724,1004,84,3,483,74,53,3,0,160
"AGO",2000,10,14,"B","Deaths","Point",15,499,80,1163,1006,1488,143,6,712,129,97,6,4,186
"AGO",2000,10,14,"B","Deaths","Upper",32,781,345,1693,1422,2196,233,11,1015,217,166,10,8,212
"AGO",2000,10,14,"B","Fraction","Lower",0.00055,0.04142,0.00096,0.16598,0.17929,0.22401,0.01727,0.00075,0.10367,0.01489,0.01106,0.00062,0.00015,0.02337
"AGO",2000,10,14,"B","Fraction","Point",0.00271,0.0901,0.01441,0.21023,0.18183,0.26895,0.02581,0.00117,0.12861,0.02334,0.01753,0.00102,0.00072,0.03357
"AGO",2000,10,14,"B","Fraction","Upper",0.00509,0.11934,0.0607,0.25713,0.1838,0.32045,0.03711,0.00174,0.1537,0.03358,0.0272,0.0016,0.00164,0.04676
"AGO",2000,10,14,"B","Rate","Lower",0.0071,0.5239,0.01233,1.81019,1.68428,2.33706,0.19519,0.00883,1.12305,0.1719,0.12501,0.00711,0.00231,0.37075
"AGO",2000,10,14,"B","Rate","Point",0.0348,1.15702,0.18505,2.69968,2.33498,3.45373,0.33144,0.01502,1.65155,0.29972,0.22511,0.0131,0.00925,0.43109
"AGO",2000,10,14,"B","Rate","Upper",0.07224,1.80711,0.79802,3.92214,3.28908,5.08064,0.53814,0.0249,2.3497,0.50105,0.3841,0.02233,0.0186,0.49141
"AGO",2001,10,14,"B","Deaths","Lower",5,215,5,784,748,981,83,4,489,75,56,3,0,188
"AGO",2001,10,14,"B","Deaths","Point",19,502,76,1165,1044,1455,140,8,721,130,100,7,3,215
"AGO",2001,10,14,"B","Deaths","Upper",39,781,357,1699,1476,2139,227,13,1036,216,170,12,7,243
"AGO",2001,10,14,"B","Fraction","Lower",0.00092,0.03969,0.00095,0.16542,0.18394,0.21575,0.01706,0.00091,0.10555,0.01499,0.01156,0.00075,0,0.02741
"AGO",2001,10,14,"B","Fraction","Point",0.00342,0.08982,0.01358,0.20864,0.18688,0.26049,0.02508,0.0014,0.12904,0.02331,0.01798,0.00123,0.00062,0.03852
"AGO",2001,10,14,"B","Fraction","Upper",0.00603,0.11812,0.06012,0.25331,0.18914,0.30905,0.03595,0.00203,0.15267,0.03308,0.02746,0.0019,0.00143,0.05368
"AGO",2001,10,14,"B","Rate","Lower",0.01148,0.48507,0.01334,1.77019,1.68725,2.21277,0.18793,0.01036,1.10488,0.16932,0.12768,0.0085,0,0.42311
"AGO",2001,10,14,"B","Rate","Point",0.04301,1.12966,0.17079,2.62404,2.35037,3.27615,0.31543,0.01761,1.62292,0.29317,0.22613,0.01547,0.0078,0.48446
"AGO",2001,10,14,"B","Rate","Upper",0.08567,1.75311,0.80146,3.81455,3.31364,4.80654,0.5098,0.0288,2.32589,0.48573,0.38134,0.02644,0.01579,0.54699
"AGO",2002,10,14,"B","Deaths","Lower",5,242,6,831,736,1024,89,6,536,82,65,5,0,31
"AGO",2002,10,14,"B","Deaths","Point",26,543,69,1220,1012,1508,145,10,778,141,111,9,1,43
"AGO",2002,10,14,"B","Deaths","Upper",52,834,353,1768,1419,2185,233,17,1105,229,184,16,2,57
"AGO",2002,10,14,"B","Fraction","Lower",0.00096,0.04845,0.0011,0.17417,0.17948,0.22641,0.0179,0.00119,0.11461,0.01651,0.01291,0.00101,0,0.0049
"AGO",2002,10,14,"B","Fraction","Point",0.00455,0.09674,0.01233,0.21728,0.18021,0.26854,0.0258,0.0018,0.13857,0.02505,0.01971,0.00162,0.00009,0.00771
"AGO",2002,10,14,"B","Fraction","Upper",0.00811,0.12356,0.06179,0.26198,0.18073,0.31671,0.03668,0.00259,0.16294,0.03476,0.0297,0.00245,0.00039,0.01181
"AGO",2002,10,14,"B","Rate","Lower",0.01147,0.53045,0.01399,1.82082,1.61235,2.24232,0.1952,0.01324,1.17494,0.18063,0.1427,0.01123,0,0.06776
"AGO",2002,10,14,"B","Rate","Point",0.05585,1.18736,0.15134,2.66684,2.21185,3.29599,0.31666,0.02209,1.70077,0.30746,0.24192,0.01988,0.0011,0.09463
"AGO",2002,10,14,"B","Rate","Upper",0.11145,1.81882,0.77012,3.85405,3.0926,4.76018,0.50755,0.03564,2.40849,0.50006,0.40097,0.03331,0.00438,0.12452
"AGO",2003,10,14,"B","Deaths","Lower",8,297,5,868,745,1003,89,7,551,84,69,6,0,2
"AGO",2003,10,14,"B","Deaths","Point",32,547,66,1268,1020,1469,143,12,791,140,116,12,1,6
"AGO",2003,10,14,"B","Deaths","Upper",61,823,327,1827,1427,2142,229,20,1118,225,191,20,3,11
"AGO",2003,10,14,"B","Fraction","Lower",0.00164,0.05665,0.00097,0.18194,0.18122,0.21799,0.01788,0.00148,0.11712,0.01662,0.01385,0.00133,0,0.00036
"AGO",2003,10,14,"B","Fraction","Point",0.00576,0.09727,0.01179,0.22543,0.18142,0.26109,0.0255,0.00221,0.14059,0.02497,0.02065,0.00208,0.00016,0.00106
"AGO",2003,10,14,"B","Fraction","Upper",0.0099,0.12297,0.05409,0.26888,0.18157,0.30717,0.03589,0.00316,0.16422,0.03457,0.03066,0.00312,0.00057,0.00213
"AGO",2003,10,14,"B","Rate","Lower",0.01828,0.63144,0.01212,1.8439,1.58352,2.131,0.18943,0.01575,1.17102,0.17847,0.14757,0.01424,0,0.00424
"AGO",2003,10,14,"B","Rate","Point",0.06871,1.16036,0.14065,2.68921,2.16421,3.11461,0.3042,0.02636,1.67713,0.29787,0.24634,0.02481,0.00191,0.01265
"AGO",2003,10,14,"B","Rate","Upper",0.12917,1.74068,0.69336,3.86422,3.0184,4.53072,0.48294,0.04232,2.36286,0.47623,0.403,0.04081,0.00637,0.0233
"AGO",2004,10,14,"B","Deaths","Lower",12,263,5,919,736,963,89,9,550,82,73,8,0,1
"AGO",2004,10,14,"B","Deaths","Point",41,526,79,1332,1008,1400,141,15,788,136,121,15,2,4
"AGO",2004,10,14,"B","Deaths","Upper",78,808,323,1927,1408,2028,223,25,1104,218,197,25,4,9
"AGO",2004,10,14,"B","Fraction","Lower",0.00249,0.05005,0.00088,0.19431,0.17954,0.2093,0.01769,0.00185,0.11755,0.01623,0.01469,0.00179,0,0.00016
"AGO",2004,10,14,"B","Fraction","Point",0.00726,0.09369,0.01414,0.23754,0.17973,0.24952,0.0252,0.00271,0.14054,0.02427,0.0216,0.00272,0.0003,0.00078
"AGO",2004,10,14,"B","Fraction","Upper",0.0124,0.11965,0.06075,0.28027,0.17988,0.29366,0.03548,0.00381,0.16379,0.03344,0.03127,0.004,0.00082,0.00171
"AGO",2004,10,14,"B","Rate","Lower",0.02627,0.54248,0.01106,1.89375,1.51697,1.9845,0.1836,0.01877,1.1334,0.16926,0.15189,0.01836,0,0.00205
"AGO",2004,10,14,"B","Rate","Point",0.08374,1.08064,0.16309,2.73984,2.07304,2.87802,0.29066,0.03126,1.62102,0.27994,0.24914,0.03137,0.00346,0.009
"AGO",2004,10,14,"B","Rate","Upper",0.15867,1.658,0.66363,3.9518,2.88822,4.16561,0.45629,0.04963,2.26422,0.44702,0.40377,0.05128,0.00824,0.01851
"AGO",2005,10,14,"B","Deaths","Lower",17,175,5,914,734,937,87,11,562,84,78,12,0,0
"AGO",2005,10,14,"B","Deaths","Point",50,514,88,1322,1004,1349,139,19,800,137,128,20,0,1
"AGO",2005,10,14,"B","Deaths","Upper",90,807,383,1894,1402,1954,221,30,1116,217,204,33,0,4
"AGO",2005,10,14,"B","Fraction","Lower",0.00332,0.03438,0.00106,0.19413,0.18017,0.20361,0.01744,0.00233,0.12075,0.01675,0.01585,0.00244,0,0
"AGO",2005,10,14,"B","Fraction","Point",0.00904,0.09232,0.01571,0.23733,0.18026,0.24204,0.02494,0.00339,0.14359,0.02459,0.02295,0.00365,0,0.00018
"AGO",2005,10,14,"B","Fraction","Upper",0.01477,0.11925,0.07059,0.27984,0.1803,0.2849,0.0351,0.00474,0.16687,0.03356,0.03258,0.00531,0,0.00067
"AGO",2005,10,14,"B","Rate","Lower",0.03584,0.34965,0.01187,1.82544,1.46767,1.87241,0.1749,0.02249,1.12295,0.16814,0.15612,0.02411,0,0
"AGO",2005,10,14,"B","Rate","Point",0.10044,1.02577,0.17455,2.63699,2.00288,2.68932,0.27711,0.03767,1.59544,0.27322,0.255,0.04056,0,0.002
"AGO",2005,10,14,"B","Rate","Upper",0.17872,1.60717,0.76336,3.76797,2.78845,3.88973,0.43854,0.05882,2.22079,0.43166,0.40522,0.06546,0,0.00599
"AGO",2006,10,14,"B","Deaths","Lower",24,263,5,854,698,922,88,14,592,91,86,16,0,0
"AGO",2006,10,14,"B","Deaths","Point",62,542,67,1234,955,1334,138,24,836,146,138,28,0,1
"AGO",2006,10,14,"B","Deaths","Upper",109,817,303,1767,1332,1910,216,38,1168,227,216,45,0,4
"AGO",2006,10,14,"B","Fraction","Lower",0.00489,0.0542,0.001,0.1831,0.17332,0.20401,0.01745,0.003,0.12852,0.01865,0.0177,0.00349,0,0
"AGO",2006,10,14,"B","Fraction","Point",0.01124,0.09846,0.01218,0.22415,0.17341,0.24238,0.02503,0.0044,0.1519,0.02652,0.02508,0.00507,0,0.00019
"AGO",2006,10,14,"B","Fraction","Upper",0.01752,0.12294,0.05527,0.26451,0.17344,0.28363,0.03494,0.0062,0.17544,0.03602,0.03496,0.00719,0,0.00068
"AGO",2006,10,14,"B","Rate","Lower",0.04835,0.5112,0.01154,1.65695,1.35484,1.7893,0.17163,0.02774,1.14833,0.17708,0.16818,0.03274,0,0
"AGO",2006,10,14,"B","Rate","Point",0.11983,1.04968,0.12985,2.38965,1.84871,2.584,0.26684,0.04691,1.6194,0.28273,0.26738,0.05405,0,0.00203
"AGO",2006,10,14,"B","Rate","Upper",0.20923,1.57978,0.58567,3.41355,2.57247,3.68969,0.41764,0.07329,2.25706,0.43718,0.4168,0.08604,0,0.00582
"AGO",2007,10,14,"B","Deaths","Lower",32,188,7,747,610,951,87,18,641,105,96,24,2,0
"AGO",2007,10,14,"B","Deaths","Point",75,532,107,1087,835,1360,138,32,902,165,153,39,6,3
"AGO",2007,10,14,"B","Deaths","Upper",131,834,436,1555,1165,1931,218,51,1264,251,237,62,12,6
"AGO",2007,10,14,"B","Fraction","Lower",0.00648,0.03918,0.0015,0.16263,0.15342,0.21205,0.01749,0.00398,0.14147,0.02159,0.0203,0.00512,0.0003,0
"AGO",2007,10,14,"B","Fraction","Point",0.01388,0.09796,0.01966,0.19992,0.15365,0.25014,0.02545,0.00588,0.16597,0.03044,0.02815,0.00723,0.00117,0.00049
"AGO",2007,10,14,"B","Fraction","Upper",0.02134,0.12835,0.08091,0.23802,0.15382,0.2918,0.03549,0.0083,0.1904,0.0408,0.03863,0.01001,0.00234,0.0012
"AGO",2007,10,14,"B","Rate","Lower",0.06072,0.3534,0.01409,1.40474,1.14825,1.78908,0.16477,0.03557,1.20541,0.19801,0.18142,0.04592,0.00375,0
"AGO",2007,10,14,"B","Rate","Point",0.14161,0.99945,0.20058,2.03971,1.56763,2.55208,0.25966,0.05999,1.69333,0.31057,0.2872,0.07376,0.01194,0.005
"AGO",2007,10,14,"B","Rate","Upper",0.24454,1.56194,0.81853,2.91007,2.18208,3.61676,0.40738,0.09495,2.36868,0.4694,0.4437,0.11506,0.02253,0.01127
"AGO",2008,10,14,"B","Deaths","Lower",46,172,7,661,501,974,88,25,690,118,108,35,0,0
"AGO",2008,10,14,"B","Deaths","Point",90,569,92,970,685,1388,140,42,964,185,170,55,0,1
"AGO",2008,10,14,"B","Deaths","Upper",152,861,411,1407,954,1965,223,67,1345,277,265,87,2,3
"AGO",2008,10,14,"B","Fraction","Lower",0.00959,0.03906,0.00127,0.14652,0.12785,0.22235,0.01772,0.00523,0.15394,0.02499,0.0234,0.00748,0,0
"AGO",2008,10,14,"B","Fraction","Point",0.01687,0.10625,0.01727,0.18132,0.12791,0.25925,0.02625,0.00786,0.1802,0.03452,0.03177,0.01033,0.00008,0.00011
"AGO",2008,10,14,"B","Fraction","Upper",0.02465,0.13468,0.0877,0.21647,0.12794,0.30059,0.03673,0.01102,0.20647,0.04564,0.04269,0.01404,0.00039,0.00052
"AGO",2008,10,14,"B","Rate","Lower",0.0853,0.31477,0.01323,1.20335,0.91301,1.77372,0.16148,0.04561,1.25701,0.21619,0.19792,0.06408,0,0
"AGO",2008,10,14,"B","Rate","Point",0.16412,1.03364,0.16801,1.76395,1.24435,2.52208,0.25537,0.07646,1.75305,0.33582,0.30907,0.10049,0.00078,0.00107
"AGO",2008,10,14,"B","Rate","Upper",0.27538,1.56185,0.74593,2.55198,1.72999,3.56386,0.40442,0.12113,2.43978,0.5026,0.48004,0.15628,0.00364,0.00545
"AGO",2009,10,14,"B","Deaths","Lower",54,133,9,593,426,963,87,31,713,127,119,48,0,0
"AGO",2009,10,14,"B","Deaths","Point",108,547,126,879,583,1382,141,53,997,198,185,75,4,2
"AGO",2009,10,14,"B","Deaths","Upper",173,878,528,1289,812,1968,224,86,1387,296,287,115,8,5
"AGO",2009,10,14,"B","Fraction","Lower",0.01105,0.02727,0.0017,0.13328,0.11022,0.22296,0.01773,0.00669,0.16106,0.02734,0.02634,0.01044,0.00013,0
"AGO",2009,10,14,"B","Fraction","Point",0.0204,0.1036,0.02389,0.16649,0.11035,0.26172,0.02675,0.01007,0.18882,0.03747,0.03512,0.01416,0.00071,0.00043
"AGO",2009,10,14,"B","Fraction","Upper",0.02962,0.13694,0.09922,0.19966,0.11045,0.30192,0.03746,0.01428,0.21641,0.04897,0.04674,0.01879,0.00158,0.00106
"AGO",2009,10,14,"B","Rate","Lower",0.09629,0.23508,0.01701,1.04361,0.75104,1.69524,0.15451,0.05574,1.25555,0.22455,0.21048,0.08539,0.00175,0
"AGO",2009,10,14,"B","Rate","Point",0.18919,0.9608,0.22156,1.54404,1.0234,2.42722,0.24808,0.09339,1.75114,0.3475,0.32571,0.13132,0.00658,0.00399
"AGO",2009,10,14,"B","Rate","Upper",0.30291,1.53823,0.92684,2.25915,1.42274,3.45323,0.39265,0.14965,2.43332,0.51803,0.50306,0.20099,0.01406,0.0088
"AGO",2010,10,14,"B","Deaths","Lower",67,190,7,535,392,950,86,38,720,133,130,65,0,0
"AGO",2010,10,14,"B","Deaths","Point",128,565,106,796,535,1358,140,65,1008,207,200,98,2,2
"AGO",2010,10,14,"B","Deaths","Upper",204,870,467,1167,744,1925,221,106,1400,310,307,150,4,5
"AGO",2010,10,14,"B","Fraction","Lower",0.01428,0.04058,0.00136,0.12156,0.10256,0.22138,0.01775,0.00834,0.16498,0.02949,0.02921,0.01418,0,0
"AGO",2010,10,14,"B","Fraction","Point",0.02454,0.1085,0.0204,0.15277,0.10265,0.26066,0.02679,0.01253,0.19341,0.03979,0.0384,0.0189,0.00029,0.00035
"AGO",2010,10,14,"B","Fraction","Upper",0.03445,0.13873,0.08791,0.1845,0.10273,0.30042,0.0374,0.01777,0.2217,0.05147,0.05087,0.0247,0.00087,0.00096
"AGO",2010,10,14,"B","Rate","Lower",0.11475,0.32352,0.01314,0.90833,0.66577,1.61365,0.1466,0.06535,1.22356,0.22714,0.22178,0.11148,0,0
"AGO",2010,10,14,"B","Rate","Point",0.21679,0.95851,0.18022,1.34961,0.90683,2.30273,0.23667,0.11069,1.70863,0.35151,0.33923,0.16697,0.00256,0.00309
"AGO",2010,10,14,"B","Rate","Upper",0.34487,1.47245,0.79036,1.97568,1.2593,3.25844,0.37341,0.17874,2.3701,0.52355,0.51865,0.25381,0.00679,0.00848
"AGO",2011,10,14,"B","Deaths","Lower",80,107,10,483,374,895,82,46,713,136,140,85,3,0
"AGO",2011,10,14,"B","Deaths","Point",150,546,120,722,511,1307,136,78,1001,212,214,127,8,1
"AGO",2011,10,14,"B","Deaths","Upper",246,857,545,1064,710,1859,215,127,1387,318,325,193,14,3
"AGO",2011,10,14,"B","Fraction","Lower",0.01699,0.01964,0.00193,0.11125,0.09929,0.21504,0.01734,0.01001,0.1658,0.03092,0.03188,0.01891,0.00052,0
"AGO",2011,10,14,"B","Fraction","Point",0.02931,0.10637,0.02344,0.1407,0.09945,0.25463,0.0264,0.01519,0.19505,0.04137,0.04166,0.02475,0.00153,0.00015
"AGO",2011,10,14,"B","Fraction","Upper",0.0411,0.13836,0.11022,0.17134,0.09957,0.29658,0.03683,0.02154,0.22364,0.05345,0.05495,0.03197,0.00294,0.00053
"AGO",2011,10,14,"B","Rate","Lower",0.13165,0.17596,0.01651,0.79248,0.6131,1.46672,0.13561,0.07598,1.16931,0.2243,0.23013,0.14003,0.0049,0
"AGO",2011,10,14,"B","Rate","Point",0.24626,0.89372,0.19694,1.18217,0.83558,2.13941,0.22181,0.12763,1.63882,0.34759,0.35003,0.20795,0.01286,0.00126
"AGO",2011,10,14,"B","Rate","Upper",0.40095,1.40121,0.89057,1.73727,1.15975,3.03978,0.35009,0.20693,2.26523,0.51853,0.53167,0.3148,0.02291,0.00491
"AGO",2012,10,14,"B","Deaths","Lower",100,163,6,438,365,889,79,54,706,141,150,110,0,0
"AGO",2012,10,14,"B","Deaths","Point",176,558,103,657,498,1260,131,92,994,217,227,160,0,0
"AGO",2012,10,14,"B","Deaths","Upper",274,859,468,970,692,1795,207,150,1378,325,344,241,0,1
"AGO",2012,10,14,"B","Fraction","Lower",0.02139,0.03371,0.00118,0.10174,0.09815,0.21029,0.0168,0.01206,0.16695,0.0323,0.03422,0.02455,0,0
"AGO",2012,10,14,"B","Fraction","Point",0.03465,0.1099,0.02026,0.12944,0.09818,0.24844,0.02574,0.01823,0.19596,0.04275,0.04476,0.03163,0,0.00004
"AGO",2012,10,14,"B","Fraction","Upper",0.0486,0.14099,0.09444,0.15918,0.09819,0.28895,0.03585,0.0258,0.22423,0.0548,0.0588,0.04018,0,0.00027
"AGO",2012,10,14,"B","Rate","Lower",0.15789,0.2582,0.00957,0.69171,0.57681,1.40416,0.12591,0.08618,1.11562,0.22268,0.23725,0.17355,0,0
"AGO",2012,10,14,"B","Rate","Point",0.27707,0.87878,0.162,1.03502,0.78506,1.98656,0.20582,0.14577,1.56693,0.34184,0.35791,0.25292,0,0.00032
"AGO",2012,10,14,"B","Rate","Upper",0.43065,1.35133,0.7372,1.52676,1.08907,2.82459,0.32606,0.23509,2.16733,0.51087,0.54156,0.37828,0,0.00158
"AGO",2013,10,14,"B","Deaths","Lower",118,183,6,412,382,840,76,65,693,141,156,134,0,0
"AGO",2013,10,14,"B","Deaths","Point",201,554,95,613,521,1194,125,108,977,216,236,195,1,0
"AGO",2013,10,14,"B","Deaths","Upper",309,836,409,900,724,1713,200,173,1356,323,352,290,2,2
"AGO",2013,10,14,"B","Fraction","Lower",0.02445,0.03941,0.00143,0.09527,0.10333,0.20109,0.0164,0.01454,0.16572,0.03285,0.03602,0.03055,0,0
"AGO",2013,10,14,"B","Fraction","Point",0.03997,0.11002,0.01878,0.12178,0.10338,0.23717,0.02488,0.02144,0.19401,0.04286,0.04681,0.03873,0.00011,0.00006
"AGO",2013,10,14,"B","Fraction","Upper",0.05557,0.139,0.08278,0.15046,0.1034,0.2766,0.0345,0.0299,0.22155,0.05483,0.06106,0.0485,0.0005,0.00038
"AGO",2013,10,14,"B","Rate","Lower",0.17894,0.27814,0.01026,0.62577,0.57983,1.27544,0.11648,0.09925,1.05223,0.21384,0.23817,0.20468,0,0
"AGO",2013,10,14,"B","Rate","Point",0.30508,0.83974,0.14334,0.9295,0.78906,1.81023,0.1899,0.16364,1.48081,0.32713,0.35728,0.29561,0.00084,0.00046
"AGO",2013,10,14,"B","Rate","Upper",0.46744,1.26549,0.62029,1.36077,1.09434,2.59305,0.30164,0.26038,2.05078,0.48825,0.53272,0.43826,0.00304,0.00304
"AGO",2014,10,14,"B","Deaths","Lower",128,129,8,387,416,780,73,77,680,139,162,158,0,0
"AGO",2014,10,14,"B","Deaths","Point",226,527,110,576,567,1122,120,125,960,213,241,230,0,0
"AGO",2014,10,14,"B","Deaths","Upper",346,826,491,848,788,1611,189,198,1339,316,358,339,0,0
"AGO",2014,10,14,"B","Fraction","Lower",0.02823,0.0248,0.00156,0.08948,0.11302,0.18824,0.01592,0.01749,0.16413,0.03267,0.03734,0.03673,0,0
"AGO",2014,10,14,"B","Fraction","Point",0.04503,0.10507,0.02193,0.11477,0.11303,0.22357,0.02389,0.025,0.19128,0.04248,0.04804,0.04592,0,0
"AGO",2014,10,14,"B","Fraction","Upper",0.06051,0.13554,0.09834,0.14173,0.11303,0.26348,0.03281,0.034,0.21834,0.05408,0.06175,0.05674,0,0
"AGO",2014,10,14,"B","Rate","Lower",0.18706,0.18832,0.01197,0.56445,0.60699,1.13831,0.10752,0.11335,0.99275,0.20337,0.23683,0.23154,0,0
"AGO",2014,10,14,"B","Rate","Point",0.32898,0.76763,0.16022,0.8385,0.82579,1.63338,0.17454,0.18265,1.39747,0.31035,0.35098,0.33549,0,0
"AGO",2014,10,14,"B","Rate","Upper",0.50248,1.20044,0.71408,1.23214,1.14465,2.34143,0.27462,0.2868,1.94561,0.45904,0.52012,0.49286,0,0
"AGO",2015,10,14,"B","Deaths","Lower",147,110,7,372,456,727,72,94,674,138,164,184,0,0
"AGO",2015,10,14,"B","Deaths","Point",251,518,104,555,621,1051,116,147,939,209,243,265,0,0
"AGO",2015,10,14,"B","Deaths","Upper",393,807,474,815,862,1476,181,228,1306,312,357,391,0,2
"AGO",2015,10,14,"B","Fraction","Lower",0.03242,0.01977,0.00139,0.08586,0.12363,0.17423,0.01566,0.02141,0.16177,0.03234,0.0379,0.04272,0,0
"AGO",2015,10,14,"B","Fraction","Point",0.04992,0.10321,0.02068,0.11057,0.12368,0.20936,0.02308,0.02934,0.18714,0.04169,0.04837,0.05285,0,0.00009
"AGO",2015,10,14,"B","Fraction","Upper",0.06815,0.13248,0.10127,0.13653,0.1237,0.24538,0.03133,0.03865,0.214,0.05284,0.06169,0.06453,0,0.00047
"AGO",2015,10,14,"B","Rate","Lower",0.20677,0.15489,0.01028,0.52145,0.63858,1.01855,0.10085,0.13187,0.94343,0.19359,0.23034,0.25799,0,0
"AGO",2015,10,14,"B","Rate","Point",0.35054,0.72474,0.14522,0.77642,0.86848,1.47013,0.16207,0.20603,1.3141,0.29275,0.33966,0.37111,0,0.00063
"AGO",2015,10,14,"B","Rate","Upper",0.54881,1.12618,0.6627,1.13866,1.20365,2.0609,0.25166,0.31829,1.82389,0.43533,0.49798,0.54572,0,0.0028
"AGO",2016,10,14,"B","Deaths","Lower",164,165,7,356,517,664,70,113,657,138,165,207,2,0
"AGO",2016,10,14,"B","Deaths","Point",272,495,111,530,705,974,112,172,917,209,243,300,7,3
"AGO",2016,10,14,"B","Deaths","Upper",424,777,468,780,979,1389,173,259,1281,311,356,440,12,7
"AGO",2016,10,14,"B","Fraction","Lower",0.03457,0.03069,0.00141,0.08148,0.13941,0.15781,0.01545,0.02572,0.15754,0.03277,0.03813,0.04846,0.00046,0
"AGO",2016,10,14,"B","Fraction","Point",0.05381,0.09806,0.02191,0.10497,0.13964,0.19293,0.02209,0.03412,0.18159,0.04142,0.0481,0.05938,0.00136,0.00062
"AGO",2016,10,14,"B","Fraction","Upper",0.07231,0.12743,0.09063,0.13015,0.13981,0.22885,0.02958,0.04383,0.20739,0.05206,0.06048,0.07161,0.00262,0.00146
"AGO",2016,10,14,"B","Rate","Lower",0.22057,0.2218,0.01053,0.47953,0.69552,0.89338,0.09449,0.15215,0.88369,0.18616,0.22197,0.27938,0.00402,0
"AGO",2016,10,14,"B","Rate","Point",0.36493,0.66502,0.14859,0.71189,0.94701,1.30841,0.14981,0.2314,1.23151,0.2809,0.3262,0.4027,0.00922,0.0042
"AGO",2016,10,14,"B","Rate","Upper",0.56887,1.04221,0.62869,1.04569,1.31236,1.86282,0.23166,0.34654,1.71803,0.41687,0.47626,0.58918,0.01612,0.00941
"AGO",2017,10,14,"B","Deaths","Lower",178,80,8,344,562,622,69,133,649,141,169,237,0,0
"AGO",2017,10,14,"B","Deaths","Point",294,469,128,507,766,912,109,202,903,214,246,340,1,3
"AGO",2017,10,14,"B","Deaths","Upper",448,747,482,746,1063,1329,168,300,1262,317,358,499,3,7
"AGO",2017,10,14,"B","Fraction","Lower",0.03779,0.01719,0.00179,0.0777,0.15029,0.14469,0.01506,0.03068,0.15408,0.03367,0.03818,0.0549,0,0
"AGO",2017,10,14,"B","Fraction","Point",0.05765,0.09205,0.02523,0.09956,0.15044,0.17905,0.02132,0.03959,0.17733,0.04202,0.04831,0.06679,0.00013,0.00053
"AGO",2017,10,14,"B","Fraction","Upper",0.07724,0.12295,0.09788,0.12327,0.15054,0.21504,0.02826,0.05039,0.20213,0.05233,0.0603,0.07993,0.00052,0.00135
"AGO",2017,10,14,"B","Rate","Lower",0.22963,0.10324,0.01156,0.44446,0.72521,0.80333,0.08919,0.172,0.83761,0.18297,0.21804,0.30612,0,0
"AGO",2017,10,14,"B","Rate","Point",0.37832,0.60407,0.16557,0.65336,0.98725,1.175,0.13991,0.25981,1.16372,0.27575,0.31703,0.43831,0.00085,0.00348
"AGO",2017,10,14,"B","Rate","Upper",0.57644,0.96212,0.62085,0.96009,1.36763,1.71123,0.21629,0.38487,1.62426,0.4077,0.46017,0.6413,0.00377,0.00775
"AGO",2018,10,14,"B","Deaths","Lower",190,133,10,332,542,615,68,155,655,151,175,271,0,0
"AGO",2018,10,14,"B","Deaths","Point",317,478,124,488,739,885,108,235,911,227,255,387,0,3
"AGO",2018,10,14,"B","Deaths","Upper",481,759,427,722,1024,1288,167,346,1274,333,374,568,2,8
"AGO",2018,10,14,"B","Fraction","Lower",0.04022,0.02638,0.002,0.07406,0.14306,0.13619,0.01477,0.03593,0.1539,0.03551,0.03934,0.06195,0,0
"AGO",2018,10,14,"B","Fraction","Point",0.06146,0.09261,0.02404,0.09465,0.14321,0.17167,0.02092,0.04558,0.17662,0.04399,0.0494,0.0751,0.00009,0.00065
"AGO",2018,10,14,"B","Fraction","Upper",0.08171,0.12147,0.08335,0.11694,0.1433,0.20763,0.02763,0.0576,0.20091,0.05459,0.06157,0.08871,0.00043,0.00151
"AGO",2018,10,14,"B","Rate","Lower",0.23588,0.16468,0.01262,0.4112,0.67179,0.76208,0.08505,0.19223,0.81115,0.18776,0.21675,0.33626,0,0
"AGO",2018,10,14,"B","Rate","Point",0.3921,0.59083,0.15337,0.60385,0.91365,1.09522,0.13347,0.29079,1.1268,0.28065,0.31516,0.47912,0.00057,0.00415
"AGO",2018,10,14,"B","Rate","Upper",0.59398,0.93719,0.52737,0.89105,1.26503,1.59072,0.20632,0.4269,1.57393,0.41125,0.46119,0.70042,0.00248,0.0099
"AGO",2019,10,14,"B","Deaths","Lower",201,94,8,314,556,581,67,175,650,160,179,306,0,0
"AGO",2019,10,14,"B","Deaths","Point",327,481,114,463,764,849,106,265,902,237,261,435,2,2
